item_code,item_name,uom,item_group,description
NT230070,Hộp đựng vật sắc nhọn,Cái,Vật tư tiêu hao,Hãng SX: Đức An/ Việt Nam
NT210020,Hộp đựng vật sắc nhọn,Chiếc,Vật tư tiêu hao,Hãng SX: Đức An/ Việt Nam
NT210104,Hộp đựng vật sắc nhọn 1.5L,Chiếc,Vật tư tiêu hao,Hãng SX: Đức An/ Việt Nam
NT230017,Hộp đựng vật sắc nhọn bằng nhựa,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT124,"Hộp đựng vật sắc nhọn Lọại 1,5 lít",Chiếc,Vật tư tiêu hao,Hãng SX: Inox/Việt Nam
VT0118,"Hộp đựng vật sắc nhọn Lọại 1,5 lít",Chiếc,Vật tư tiêu hao,Hãng SX: Inox/Việt Nam
TH0006,"Hộp đựng vật sắc nhọn Lọại 1,5l",Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0259,"Hộp đựng vật sắc nhọn Lọại 1,5l",Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210089,"Hộp đựng vật sắc nhọn to inox, KT:D160xR100xC310/Việt Nam",Cái,Dụng cụ y tế,Hãng SX: Công ty TNHH MTV Thiết bị y tế 130 Armephaco/Việt Nam
NT0057,Hộp hấp 17 ( VN ),Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0058,Hộp hấp 20 ( VN ),Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0082,Hộp hấp có lỗ xông sườn Inox 201 (VN),Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0185,Hộp hấp dụng cụ phi 20,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
DCYT018,Hộp hấp Inox Lọại có lỗ xông sườn (Kt:160x240x50mm) VN,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
DCYT10,Hộp hấp Inox phi 20cm,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT210088,Hộp hấp nhỏ đường kính 24cm/Việt Nam,Cái,Dụng cụ y tế,Hãng SX: Công ty TNHH MTV Thiết bị y tế 130 Armephaco/Việt Nam
NT210087,Hộp hấp to đường kính 36cm/Việt Nam,Cái,Dụng cụ y tế,Hãng SX: Công ty TNHH MTV Thiết bị y tế 130 Armephaco/Việt Nam
NT220052,Hộp Inox 30x20x5cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
VT230026,Hộp kháng thùng,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần Đức An - Việt Nam
NT0175,Hộp kháng thủng,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0105,Hộp thuốc cấp cứu chống sốc ( bằng nhựa),Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT210001,Hộp thuốc cấp cứu chống sốc (bằng nhựa),Chiếc,Dụng cụ y tế,Hãng SX: Vinaplastic/Việt Nam
VT125,Hộp tiểu phẫu,Chiếc,Vật tư tiêu hao,Hãng SX: Inox/Việt Nam
VT0119,Hộp tiểu phẫu,Chiếc,Vật tư tiêu hao,Hãng SX: Inox/Việt Nam
NT0167,Hộp tiểu phẫu,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT230013,Hộp tiểu phẫu 20x10x5-Việt Nam,Cái,Dụng cụ y tế,Hãng SX: Việt Nam
2020HC103,HP,test,Hóa chất,
2021HC164,HP,test,Hóa chất,
HC18229,HP,test,Hóa chất,
NT240064,Huyết áp cơ ALPK2,Bộ,Thiết bị y tế,Hãng SX: Tanaka/Nhật Bản
NT210079,Huyết áp điện tử Omron.Model: JPN600/Nhật Bản,Cái,Thiết bị y tế,Hãng SX: Omron/Japan
NT240013,Huyết áp đồng hồ + tai nghe,Bộ,Thiết bị y tế,Hãng SX: Tanaka/Nhật Bản
VT210140,Huyết áp đồng hồ + tai nghe,Bộ,Thiết bị y tế,Hãng SX: Tanaka Sangyo/Nhật Bản
NT210078,Huyết áp đồng hồ + tai nghe. Model: Alpk2 500-V+FT800/Nhật Bản,Bộ,Thiết bị y tế,Hãng SX: Tanaka Sangyo/Nhật Bản
VT0120,Huyết áp đồng hồ kèm tai nghe,Bộ,Vật tư tiêu hao,Hãng SX: Ankato/Nhật Bản
VT126,Huyết áp đồng hồ kèm tai nghe,Bộ,Vật tư tiêu hao,Hãng SX: Ankato/Nhật Bản
TH0247,Huyết áp đồng hồ tai nghe ALPK2 - Model: 500V + FT-801,Bộ,Thiết bị y tế,Hãng SX: Nhật Bản
VT127,Huyết áp thủy ngân kèm tai nghe,Bộ,Vật tư tiêu hao,Hãng SX: Ankato/Nhật Bản
VT0121,Huyết áp thủy ngân kèm tai nghe,Bộ,Vật tư tiêu hao,Hãng SX: Ankato/Nhật Bản
2021HC87,IA Premium Plus Tri -Level,Hộp,Hóa chất,
2022CDHC02,iChem Velocity Urine Chemistry strips,Hộp,Hóa chất,
2022CDHC03,iChem VELOCITY Wash Solution,Hộp,Hóa chất,
2021HC03,iChem VELOCITY Wash Solution,Hộp,Hóa chất,
2020HC02,iChem VELOCITY Wash Solution,Hộp,Hóa chất,
2020HC04,iChemVELOCITY CalChek Kit,Hộp,Hóa chất,
2021HC05,iChemVELOCITY CalChek Kit,Hộp,Hóa chất,
2021HC02,iChemVELOCITY Urine Chemistry Strips,Hộp,Hóa chất,
2020HC01,iChemVELOCITY Urine Chemistry Strips,Hộp,Hóa chất,
NT0064,"Icon 2,5 CS Xuất xứ: Sygenta, Bỉ",Lít,Vật tư tiêu hao,Hãng SX: Sygenta
NT230067,"Icon 2,5CS",Lít,Vật tư tiêu hao,Hãng SX: Syngenta Chemical/Bỉ
HC18197,Imidazole buffer,Hộp,Hóa chất,
2021HC141,Imidazole buffer,Hộp,Hóa chất,
2020HC71,Imidazole buffer,Hộp,Hóa chất,
2021HC158,Influenza virus A&B,test,Hóa chất,
HC18221,Influenza virus A&B,test,Hóa chất,
2020HC95,Influenza virus A&B,test,Hóa chất,
NT220034,Instrument Tray 10 LT (Chậu ngâm hóa chất),Cái,Dụng cụ y tế,Hãng SX: BBraun/Đức
2021HC06,Iris System Cleanser,Hộp,Hóa chất,
2020HC05,Iris System Cleanser,Hộp,Hóa chất,
2020HC03,IRISpec CA/CB/CC iChem URINE CONTROL TRIPLET SET,Hộp,Hóa chất,
HCHCNTK271223083540,IRISpec CA/CB/CC iChem URINE CONTROL TRIPLET SET,Bộ,Hóa chất,
2021HC04,IRISpec CA/CB/CC iChem URINE CONTROL TRIPLET SET,Hộp,Hóa chất,
HC18230,Iron,Hộp,Hóa chất,
2021HC50,IRON,Hộp,Hóa chất,
HC0141,"IRON G.2 200T COBAS C, INT",test,Hóa chất,
HC18087,"IRON G.2 200T COBAS C, INT",test,Hóa chất,
VTTH405,ISE Calibration,Lọ,Vật tư tiêu hao,Hãng SX: SFRI/Pháp
HC0042,ISE Calibration,Lọ,Hóa chất,
HC18167,ISE Calibration (ISE5000),Lọ,Hóa chất,
2021HC47,ISE Calibration (ISE5000),Lọ,Hóa chất,
2020HC54,ISE Calibration (ISE5000),Lọ,Hóa chất,
2021HC55,ISE Calibration (ISE5000),Lọ,Hóa chất,
HC0129,ISE CLEANING SOL.,Hộp,Hóa chất,
HC18075,ISE CLEANING SOL.,Hộp,Hóa chất,
HC0161,ISE CLEANING SOL.,Hộp,Hóa chất,
HC18105,"ISE DILUENT G2, COBAS C/HIT",Hộp,Hóa chất,
HC0159,"ISE DILUENT G2, COBAS C/HIT",Hộp,Hóa chất,
HC18106,ISE INT.STAND G2 COBAS C/HIT,Hộp,Hóa chất,
HC0160,ISE INT.STAND G2 COBAS C/HIT,Hộp,Hóa chất,
HC0162,ISE REFERELECTROLYTE 5X300ML,Hộp,Hóa chất,
HC18107,ISE REFERELECTROLYTE 5X300ML,Hộp,Hóa chất,
HC0164,ISE STANDARD HIGH10X3ML,Hộp,Hóa chất,
HC18109,ISE STANDARD HIGH10X3ML,Hộp,Hóa chất,
HC0163,ISE STANDARD LOW 10X3ML,Hộp,Hóa chất,
HC18108,ISE STANDARD LOW 10X3ML,Hộp,Hóa chất,
HC18176,ITA Control serum level 1,Lọ,Hóa chất,
HC0034,ITA Control serum level 1,Lọ,Hóa chất,
2021HC40,ITA Control Serum Level 1,Lọ,Hóa chất,
2020HC47,ITA Control Serum Level 1,Lọ,Hóa chất,
HC0035,ITA Control serum level 2,Lọ,Hóa chất,
HC18177,ITA Control serum level 2,Lọ,Hóa chất,
2020HC48,ITA Control Serum Level 2,Lọ,Hóa chất,
2021HC41,ITA Control Serum Level 2,Lọ,Hóa chất,
HC18178,ITA Control serum level 3,Lọ,Hóa chất,
HC0036,ITA Control serum level 3,Lọ,Hóa chất,
2021HC42,ITA Control Serum Level 3,Lọ,Hóa chất,
2020HC49,ITA Control Serum Level 3,Lọ,Hóa chất,
NT0290,K - Files ( Nong dũa),Hộp,Dụng cụ y tế,Hãng SX: Việt Nam
2021HC58,K Electrode Filling Solution,Lọ,Hóa chất,
VTTH403,K Electrode Filling Solution (1x30ml),Lọ,Vật tư tiêu hao,Hãng SX: SFRI/Pháp
2021HC142,Kaolin Suspension,Hộp,Hóa chất,
HC18198,Kaolin Suspension,Hộp,Hóa chất,
2020HC72,Kaolin Suspension,Hộp,Hóa chất,
NT230004,Kéo 14cm cong nhọn-Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
NT230005,Kéo 16cm cong nhọn-Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
NT230006,Kéo 16cm thẳng nhọn-Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
VT0341,Kéo cắt băng,Chiếc,Vật tư tiêu hao,Hãng SX: Pakistan
VT0122,Kéo cắt chỉ,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
NT0271,Kéo cắt chỉ,Cái,Dụng cụ y tế,Hãng SX: Pakistan
VT128,Kéo cắt chỉ,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
NT220021,Kéo cắt chỉ 10cm,Chiếc,Dụng cụ y tế,Hãng SX: Pakistan
VT0123,Kéo cắt mayo cỡ số 14cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT129,Kéo cắt mayo cỡ số 14cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0124,Kéo cắt mayo cỡ số 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT130,Kéo cắt mayo cỡ số 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0125,Kéo cắt metzenbaum cong cỡ số 12cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT131,Kéo cắt metzenbaum cong cỡ số 12cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0126,Kéo cắt metzenbaum cong cỡ số 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT132,Kéo cắt metzenbaum cong cỡ số 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT133,Kéo cắt metzenbaum cong cỡ số 20cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0127,Kéo cắt metzenbaum cong cỡ số 20cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0128,Kéo cắt metzenbaum thẳng cỡ số 12cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT134,Kéo cắt metzenbaum thẳng cỡ số 12cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0129,Kéo cắt metzenbaum thẳng cỡ số 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT135,Kéo cắt metzenbaum thẳng cỡ số 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0130,Kéo cắt metzenbaum thẳng cỡ số 20cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT136,Kéo cắt metzenbaum thẳng cỡ số 20cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0131,Kéo cong 16cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT137,Kéo cong 16cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
NT230002,Kéo cong 20cm - Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
NT220088,Kéo cong 20cm(Toklais / Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT220093,Kéo cong nhọn 14cm(Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT220042,Kéo cong nhọn 16cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220094,Kéo cong nhọn 16cm(Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT210086,Kéo dài 16cm/Việt Nam,Cái,Dụng cụ y tế,Hãng SX: Công ty TNHH MTV Thiết bị y tế 130 Armephaco/Việt Nam
TH0239,Keo dán quang trùng hợp phục hình BộND TETRIC N-BộND COLLECTION,Lọ,Vật tư tiêu hao,Hãng SX: Mỹ
DCYT037,"Kéo MayO vàng, cong",Cái,Dụng cụ y tế,Hãng SX: Frienfa - Đức
DCYT019,"Kéo MayO vàng, thẳng 180mm",Cái,Dụng cụ y tế,Hãng SX: Frienfa - Đức
NT230003,Kéo thẳng 10cm- Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
NT220092,Kéo thẳng 10cm (Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
VT0132,Kéo thẳng 16cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT138,Kéo thẳng 16cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
NT220040,Kéo thẳng nhọn 16cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220018,Kéo thẳng nhọn 16cm,Chiếc,Dụng cụ y tế,Hãng SX: Pakistan
NT220095,Kéo thẳng nhọn 16cm(Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT220041,Kéo thẳng nhọn 18cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
DCYT016,Kẹp bông băng FoersterBallenger,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220046,Kẹp bông sản,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220038,Kẹp cổ tử cung Pozzi,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
VT139,Kẹp đốt cầm máu bipolar,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0133,Kẹp đốt cầm máu bipolar,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
NT230046,Kẹp gắp Prime,Cái,Dụng cụ y tế,Hãng SX: Pakistan
NT220047,Kẹp mạch máu 16cm đầu cong,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
DCYT,Kẹp mạch máu Halsted-Mosquito thẳng,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
DCYT026,Kẹp mạch máu Kocher thẳng 1x2 răng,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
DCYT024,"Kẹp mạch máu Rochester -Pean,cong 160mm",Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220043,Kẹp phẫu tích 16cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220022,Kẹp phẫu tích 16cm,Chiếc,Dụng cụ y tế,Hãng SX: Pakistan
VT140,Kẹp phẫu tích có mấu 16cm -18cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0134,Kẹp phẫu tích có mấu 16cm -18cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
DCYT021,Kẹp phẫu tích có mấu thẳng 145mm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT230009,Kẹp phẫu tích không mấu 14cm-Prime,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
NT220098,Kẹp phẫu tích không mấu 14cm(Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT220099,Kẹp phẫu tích không mấu 16 cm(Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT230010,Kẹp phẫu tích không mấu 16cm-Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
VT0135,Kẹp phẫu tích không mấu 16cm -18cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT141,Kẹp phẫu tích không mấu 16cm -18cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
DCYT020,Kẹp phẫu tích không mấu 200mm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
VT142,Kẹp răng chuột cỡ 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0136,Kẹp răng chuột cỡ 15cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
DCYT025,Kẹp ruột Allis răng đầu tù 16cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
DCYT017,Kẹp săng,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
VT143,Kẹp săng mổ cỡ 17cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0137,Kẹp săng mổ cỡ 17cm,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
DCYT028,Kẹp trĩ Prat,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220065,Kẹp tứ chi H068A của máy điện tim(4c/bộ),Bộ,Vật tư tiêu hao,Hãng SX: Nihonkoden/Nhật
VT260006,Khăn giấy,Tập,Vật tư tiêu hao,Hãng SX: Linh Xuân | Nước SX: Việt nam
NT0087,"Khăn giấy y tế Bích Thảo, Sài Gòn, bịch 900g",BICH,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0128,Khăn mặt Nam Đô kt: 30x50cm,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0030,Khẩu trang ( Khẩu trang vải kháng khuẩn NE32/1),Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0046,Khẩu trang 3 lớp dây buộc,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0013,Khẩu trang 3M 9001 xuất xứ : Malaysia,Chiếc,Vật tư tiêu hao,Hãng SX: Malaysia
NT0023,Khẩu trang Eco Mask PM 2.5 N95,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0025,"Khẩu trang M12-175, (Blue),KVT ( 50 cái/hộp) ( Danameco, VN)",Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0284,Khẩu trang N95,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210067,Khẩu trang N95,Cái,Vật tư tiêu hao,Hãng SX: Danameco/ Việt Nam
NT210109,Khẩu trang N95,Cái,Vật tư tiêu hao,Hãng SX: Danameco/ Việt Nam
NT210033,"Khẩu trang N95-1870,3M-Mỹ",Cái,Vật tư tiêu hao,Hãng SX: 3M/Mỹ
VT210037,Khẩu trang N95 - 8210,Cái,Vật tư tiêu hao,Hãng SX: Hàn Quốc
VTTH 366,Khẩu trang N95 Lọại 3M 8210,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0065,Khẩu trang phẫu thuật GIKO 1400 N95 Mask,Cái,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0026,"Khẩu trang phòng dịch, M12 vô trùng",Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210069,"Khẩu trang phòng dịch, M12 vô trùng",Cái,Vật tư tiêu hao,Hãng SX: Danameco/ Việt Nam
NT0238,"Khẩu trang phòng dịch, M12 vô trùng",Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT144,Khẩu trang than hoạt tính,Chiếc,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0138,Khẩu trang than hoạt tính,Chiếc,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
TH0183,Khẩu trang than hoạt tính TANAPHAR,Chiếc,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
NT0073,Khẩu trang vải 19-5,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT145,Khẩu trang y tế (Lọại 3 lớp),Chiếc,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0139,Khẩu trang y tế (Lọại 3 lớp),Chiếc,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0332,Khẩu trang y tế 1 lớp,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
TH0210,Khẩu trang y tế 2 lớp dây đeo,Cái,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
TH0249,Khẩu trang y tế 3 lớp,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0024,Khẩu trang y tế 3 lớp ( Sen Việt / Việt Nam ),Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
TH0182,Khẩu trang y tế 3 lớp dây đeo,Chiếc,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
VT230141,Khẩu trang y tế 3 lớp không tiệt trùng,Cái,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam - Việt Nam
VT210164,Khẩu trang y tế 3 lớp tiệt trùng,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210039,Khẩu trang y tế 3 lớp tiệt trùng,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
NT0016,"Khẩu trang y tế 3 lớp tiệt trùng, 50 chiếc/hộp, Danameco - Việt Nam",Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210163,Khẩu trang y tế 3 lớp vô trùng,Cái,Vật tư tiêu hao,Hãng SX: An Lành/Việt Nam
VT210038,Khẩu trang y tế 3 lớp vô trùng,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210107,"Khẩu trang y tế 3 lớp, KVT",Chiếc,Vật tư tiêu hao,Hãng SX: Danameco/ Việt Nam
VT210147,"Khẩu trang y tế 3 lớp, tiệt trùng",Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT230107,"Khẩu trang y tế 3 lớp, tiệt trùng",Cái,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam - Việt Nam
NT0298,Khẩu trang y tế 3D_N95 ( Hãng SX Tulips/ Việt Hàn),Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0007,Khẩu trang y tế 4 lớp,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210041,Khẩu trang y tế 4 lớp,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
NT0014,Khẩu trang y tế 4 lớp tiệt trùng,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0074,Khẩu trang y tế 4 lớp tiệt trùng - An Phú,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210040,Khẩu trang y tế 4 lớp vô trùng,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT230118,Khẩu trang y tế 5 lớp -N95-SHB Pro mask,Chiếc,Vật tư tiêu hao,Hãng SX: SHB/Việt Nam N95-SHB Pro mask
VT250025,Khẩu trang y tế AN95,Cái,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đầu tư và Thương mại An Lành | Nước SX: Việt Nam
NT0050,Khẩu trang y tế Lọại 3 lớp ( An Lành - Việt Nam),Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210043,Khẩu trang y tế than hoạt tính,Cái,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT210042,Khẩu trang y tế than hoạt tính tiệt trùng,Cái,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
NT0062,Khẩu trang y tế vô trùng ( DANAMECO),Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0146,Khay chữ nhật,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0276,Khay chữ nhật cỡ 22x32x2cm,Cái,Dụng cụ y tế,Hãng SX: Việt Nam
VT0140,Khay chữ nhật inox cỡ 20cm x 30cm,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT146,Khay chữ nhật inox cỡ 20cm x 30cm,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0141,Khay chữ nhật inox cỡ 30cm x 40cm,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT147,Khay chữ nhật inox cỡ 30cm x 40cm,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210084,Khay chữ nhật kích thước: 27x32cm/Việt Nam,Cái,Dụng cụ y tế,Hãng SX: Công ty TNHH MTV Thiết bị y tế 130 Armephaco/Việt Nam
NT0196,Khay đếm thuốc,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0148,Khay hạt đậu,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0195,Khay hạt đậu,Chiếc,Dụng cụ y tế,Hãng SX: Trung Quốc
NT220020,Khay hạt đậu,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT230061,Khay inox,Chiếc,Vật tư tiêu hao,Hãng SX: Minh Hải/Việt Nam
VT148,Khay quả đậu inox,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0142,Khay quả đậu inox,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210085,Khay quả đậu/ Việt Nam,Cái,Dụng cụ y tế,Hãng SX: Công ty TNHH MTV Thiết bị y tế 130 Armephaco/Việt Nam
VT210072,Khay thử kháng nguyên virus Sars-Cov-2,test,Vật tư tiêu hao,"Hãng SX: ACON BIOTECH (HANGZOU) CO.,LTD"
NT0301,Khay thử xét nghiệm định tính kháng nguyên SARS - CoV - 2( Trueline Covid - 19 Ag Rapid Test),test,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0269,Khay thử xét nghiệm định tính kháng nguyên SARS - CoV - 2( Trueline Covid - 19 Ag Rapid Test),test,Vật tư tiêu hao,Hãng SX: Việt Nam
NT220001,Khay thử xét nghiệm kháng nguyên vi rút SARS-CoV-2,test,Vật tư tiêu hao,"Hãng SX: Labnovation technoLọgies, Inc/Trung Quốc"
KH2303,Khí oxi hóa lỏng,Kg,Vật tư tiêu hao,Hãng SX: ThanhGas
KH2302,Khí Oxy (bình 10 lít),Bình,Vật tư tiêu hao,Hãng SX: ThanhGas
KH2301,Khí Oxy (bình 40 lít),Bình,Vật tư tiêu hao,Hãng SX: ThanhGas
NTKH2301,Khí Oxy (bình 40 lít),Bình,Vật tư tiêu hao,Hãng SX: ThanhGas - Việt Nam
VTTH 376,Khí oxy bé,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
VTTH 375,Khí Oxy bé,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
KH001,Khí oxy đóng bình 40L,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
KH2202,Khí oxy dược dụng (oxy y tế)-10l,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
KH2201,Khí oxy dược dụng (oxy y tế)-40l,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
NKH2503,Khí Oxy hóa lỏng,Kg,Vật tư tiêu hao,Hãng SX: ThanhGas
NTKH2602,Khí Oxy hóa lỏng,Kg,Vật tư tiêu hao,Hãng SX: ThanhGas | Nước SX: Việt Nam
NTKH2503,Khí Oxy hóa lỏng,Kg,Vật tư tiêu hao,Hãng SX: ThanhGas - Việt Nam
