item_code,item_name,uom,item_group,description
HC0143,"TPUC 150T COBAS C, INT",test,Hóa chất,
TH0245,Trâm gai lấy tủy,Cái,Dụng cụ y tế,Hãng SX: Nhật Bản
VT210117,Trâm gai lấy tủy,Cái,Vật tư tiêu hao,Hãng SX: Mani/Nhật Bản
NT0295,Trang phục phòng chống dịch,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0027,Trang phục phòng chống dịch,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0296,Trang phục phòng chống dịch đặc thù,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210044,Trang phục phòng chống dịch đặc thù M22,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0240,Trang phục phòng chống dịch đặc thù M22,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210043,Trang phục phòng chống dịch M21,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0239,Trang phục phòng chống dịch M21,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210077,"Trang phục phòng chống dịch, cấp 4-VN",Bộ,Vật tư tiêu hao,Hãng SX: Danameco/ Việt Nam
VT210071,Trang phục phòng dịch cấp độ 2,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210091,Trang phục phòng hộ cá nhân. NSX: Cộng hòa Belarus,Bộ,Vật tư tiêu hao,Hãng SX: The Republican Unitary Enterprise; Medtechnocenter; Cộng hòa Belarus - Belarus
NT210097,Trang phục phòng hộ không tiệt trùng. NSX: Cộng hòa Belarus,bộ,Vật tư tiêu hao,Hãng SX: Công ty Uniform; Cộng hòa Belarus - Belarus
HC0144,TRIGL 250T COBAS C/INTEGRA,test,Hóa chất,
HC18090,TRIGL 250T COBAS C/INTEGRA,test,Hóa chất,
HC0030,Triglyceride,Hộp,Hóa chất,
2021HC36,Triglyceride,Hộp,Hóa chất,
HC18172,Triglyceride,Hộp,Hóa chất,
2020HC43,Triglyceride,Hộp,Hóa chất,
NT220024,Trụ cắm panh,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT210081,Trụ cắm pank dài 16cm/Việt Nam,Cái,Dụng cụ y tế,Hãng SX: Công ty TNHH MTV Thiết bị y tế 130 Armephaco/Việt Nam
HC0054,TSH RP ELECSYS KIT,test,Hóa chất,
HC18001,TSH RP ELECSYS KIT,test,Hóa chất,
NT0235,"Tủ bảo quản dược phẩm, sinh phẩm ( dung tích 290L) model: HYC - 290, hãng Haier Trung Quốc",Cái,Thiết bị y tế,Hãng SX: Trung Quốc
TBYT002,Tủ cấp cứu có ngăn AB- Inox 201 có sàn nghiêng,Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT220026,Tủ đầu giường (Inox SUS 201),Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT0114,Tủ đầu giường 3 khoang,Chiếc,Thiết bị y tế,Hãng SX: Armephaco
DCYT 035,Tủ đầu giường INOX 201 VN Kt: 400x350x850mm,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT230183,Tủ đựng chỉ treo tường,Cái,Dụng cụ y tế,Hãng SX: Hải Hà
NT0186,Tủ đựng dụng cụ,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT230182,Tủ đựng dụng cụ - Tủ đựng vật tư tiêu hao,Cái,Dụng cụ y tế,Hãng SX: Hải Hà
NT0285,Tủ đựng dụng cụ ( 800x400x1600),Cái,Dụng cụ y tế,Hãng SX: Việt Nam
NT220025,Tủ đựng dụng cụ (Inox SUS 201),Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT230107,Tủ đựng dụng cụ (Inox SUS 201),Chiếc,Thiết bị y tế,Hãng SX: Minh Hải/Việt Nam
TBYT11,"Tủ đựng dụng cụ INox 201 Lọại 2 ngăn sàn phẳng,kt:D910xR550xC1700mm",Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT230177,Tủ đựng thuốc - Tủ đựng thuốc gây mê,Cái,Dụng cụ y tế,Hãng SX: Hải Hà
NT220104,Tủ đựng thuốc (1830*450*1830),Cái,Thiết bị y tế,Hãng SX: Việt Nam
NT230189,Tủ đựng vật tư gây mê,Cái,Dụng cụ y tế,Hãng SX: Hải Hà
NT0171,Tủ thuốc cấp cứu không có ngăn độc,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0104,Tủ thuốc có ngăn độc AB,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
VT260019,Túi BOPP 10x14,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
VT260079,Túi BOPP 10x14,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
VT260080,Túi BOPP 12x17,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
VT260020,Túi BOPP 12x17,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
VT260016,"Túi BOPP 6x8,5",Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt nam
VT260076,"Túi BOPP 6x8,5",Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: VIệt Nam
Vt260017,Túi BOPP 7x10,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
VT260077,Túi BOPP 7x10,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
VT260018,"Túi BOPP 8,5x12",Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
VT260078,"Túi BOPP 8,5x12",Cái,Vật tư tiêu hao,Hãng SX: Hoàng Hà | Nước SX: Việt Nam
TH0253,Túi chườm cao su Hải Nam,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT220033,Túi chườm điện,Cái,Vật tư tiêu hao,Hãng SX: An Phú/Việt Nam
VT0275,Túi chườm nóng,Chiếc,Vật tư tiêu hao,Hãng SX: Mega/Malaisia
VT281,Túi chườm nóng,Chiếc,Vật tư tiêu hao,Hãng SX: Mega- Malaisia
NT230026,Túi chườm thảo mộc thông cốt tán,Gói,Vật tư tiêu hao,Hãng SX: Việt Nam
DCYT039,Túi cứu thương Firstaid Lọại màu đỏ,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0208,Túi đựng nước tiểu,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0276,Túi đựng nước tiểu 2000ml,Chiếc,Vật tư tiêu hao,Hãng SX: Omiga/Việt Nam
VT282,Túi đựng nước tiểu 2000ml,Chiếc,Vật tư tiêu hao,Hãng SX: Omiga/Việt Nam
NT230089,Túi đựng nước tiểu có van,Cái,Vật tư tiêu hao,Hãng SX: Omiga/Việt Nam
NT220029,Túi đựng nước tiểu có van,Cái,Vật tư tiêu hao,Hãng SX: Hitec/Trung Quốc
TH0010,Túi đựng nước tiểu có van,Chiếc,Vật tư tiêu hao,Hãng SX: Omiga/Việt Nam
VT0277,Túi đựng oxy (Lọại có van),Chiếc,Vật tư tiêu hao,Hãng SX: Greetmet/Trung quốc
VT283,Túi đựng oxy (Lọại có van),Chiếc,Vật tư tiêu hao,Hãng SX: Greetmed/Trung Quốc
VT230020,Túi ép dẹp tiệt trùng 100mm x 200m,Cuộn,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đồng Thịnh Phát
VT230021,Túi ép dẹp tiệt trùng 150mm x 200m,Cuộn,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đồng Thịnh Phát
VT230022,Túi ép dẹp tiệt trùng 200mm x 200m,Cuộn,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đồng Thịnh Phát
VT230062,Túi ép phồng tiệt trùng 250mmx100m,Cuộn,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đồng Thịnh Phát
VT230063,Túi ép phồng tiệt trùng 350mmx100m,Cuộn,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đồng Thịnh Phát
TH0205,Túi ép tiệt trùng 100mm x 200m ( Lọại dẹt ),Cuộn,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT210132,Túi ép tiệt trùng 100mmx200mm,Cuộn,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT210133,Túi ép tiệt trùng 150mmx200mm,Cuộn,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
TH0206,Túi ép tiệt trùng 200mm x 200m ( Lọại dẹt),Cuộn,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT210134,Túi ép tiệt trùng 200mmx200m dẹt,Cuộn,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
TH0207,Túi ép tiệt trùng 250mm x 100m ( Lọại phồng),Cuộn,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT210135,Túi ép tiệt trùng 250mmx100m phồng,Cuộn,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
TH0208,Túi ép tiệt trùng 350mm x 100m ( Lọại phồng),Cuộn,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT210136,Túi ép tiệt trùng 350mmx100m phồng,Cuộn,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT360,Túi ép tiệt trùng BMS dẹt cỡ 10cmx200m,Cuộn,Vật tư tiêu hao,Hãng SX: Liên doanh Phần Lan-VN
VT361,Túi ép tiệt trùng BMS dẹt cỡ 20cmx200m,Cuộn,Vật tư tiêu hao,Hãng SX: Liên doanh Phần Lan-VN
VT367,Túi ép tiệt trùng BMS phồng cỡ 20cmx100m,Cuộn,Vật tư tiêu hao,Hãng SX: Liên doanh Phần Lan-VN
VT210137,Túi ép tiệt trùng Lọại phồng 200mmx100m,Cuộn,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT284,Túi ép tiệt trùng tự dán các cỡ,Cuộn,Vật tư tiêu hao,Hãng SX: BMS/Việt Nam
VT0278,Túi ép tiệt trùng tự dán các cỡ,Cuộn,Vật tư tiêu hao,Hãng SX: BMS/Việt Nam
PLYHCT02,Túi nilong YHCT 20x30,Gam,Vật tư tiêu hao,
PLYHCT01,Túi nilong YHCT 30x50,Gam,Vật tư tiêu hao,
VT230100,Túi nước tiểu,Chiếc,Vật tư tiêu hao,Hãng SX: Hitec/Trung Quốc - Trung Quốc
VT285,"Túi vuốt mép (túi zipper) số 2 (6x8,5cm)",Chiếc,Vật tư tiêu hao,Hãng SX: Scg vina technoLọgy /Việt Nam
VT0279,"Túi vuốt mép (túi zipper) số 2 (6x8,5cm)",Chiếc,Vật tư tiêu hao,Hãng SX: Scg vina technoLọgy /Việt Nam
VT286,Túi vuốt mép (túi zipper) số 3 (7x10cm),Chiếc,Vật tư tiêu hao,Hãng SX: Scg vina technoLọgy /Việt Nam
VT0280,Túi vuốt mép (túi zipper) số 3 (7x10cm),Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT287,"Túi vuốt mép (túi zipper) số 4 (8,5x12cm)",Chiếc,Vật tư tiêu hao,Hãng SX: Scg vina technoLọgy /Việt Nam
VT0281,"Túi vuốt mép (túi zipper) số 4 (8,5x12cm)",Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT288,Túi vuốt mép (túi zipper) số 5 (10x14cm),Chiếc,Vật tư tiêu hao,Hãng SX: Scg vina technoLọgy /Việt Nam
VT0282,Túi vuốt mép (túi zipper) số 5 (10x14cm),Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0283,Túi vuốt mép (túi zipper) số 6 (12x17cm),Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT289,Túi vuốt mép (túi zipper) số 6 (12x17cm),Chiếc,Vật tư tiêu hao,Hãng SX: Scg vina technoLọgy /Việt Nam
VT230066,Túi vuốt mép số 2,Chiếc,Vật tư tiêu hao,Hãng SX: OEM
NT0051,Túi vuốt mép số 2,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210037,Túi vuốt mép số 2-VN,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230030,Túi vuốt mép số 3,Chiếc,Vật tư tiêu hao,Hãng SX: OEM
NT0052,Túi vuốt mép số 3,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT220084,Túi vuốt mép số 3,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210038,Túi vuốt mép số 3-VN,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT220085,Túi vuốt mép số 4,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0053,Túi vuốt mép số 4,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230031,Túi vuốt mép số 4,Chiếc,Vật tư tiêu hao,Hãng SX: OEM
NT210039,Túi vuốt mép số 4-VN,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0225,Túi vuốt mép số 4/VN,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT220086,Túi vuốt mép số 5,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0054,Túi vuốt mép số 5,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230032,Túi vuốt mép số 5,Chiếc,Vật tư tiêu hao,Hãng SX: OEM
NT210040,Túi vuốt mép số 5-VN,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230067,Túi vuốt mép số 6,Chiếc,Vật tư tiêu hao,Hãng SX: OEM - Việt Nam
NT220087,Túi vuốt mép số 6,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0145,Túi vuốt mép số 6,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT230119,Turbin dùng cho máy thở 1 lần,Chiếc,Vật tư tiêu hao,Hãng SX: Mir
NT0090,"Turbin dùng một lần cho máy chức năng hô hấp, hãng sản xuất Mir - Italia, quy cách: 60 cái/hộp",Hộp,Vật tư tiêu hao,Hãng SX: Italy
VT230065,Turbin máy đo chức năng hô hấp,Chiếc,Vật tư tiêu hao,Hãng SX: E TAI Precision Corp. - Đài Loan - đài loan
VT210138,Turbine máy đo chức năng hô hấp 1 lần,Chiếc,Vật tư tiêu hao,Hãng SX: KoKo/Mỹ
NT220012,Turbine máy đo chức năng hô hấp dùng 1 lần,Chiếc,Vật tư tiêu hao,Hãng SX: E TAI Precision Corp. - Đài Lọan
HC18092,UA G2 400T COBAS C/INTEGRA,test,Hóa chất,
HC0146,UA G2 400T COBAS C/INTEGRA,test,Hóa chất,
HC0127,UNIVERSAL DILUENT ELEC,Hộp,Hóa chất,
HC18073,UNIVERSAL DILUENT ELEC,Hộp,Hóa chất,
HC0031,UREA/ UREA NITROGEN,Hộp,Hóa chất,
2020HC44,Urea/Urea nitrogen,Hộp,Hóa chất,
2021HC37,Urea/Urea nitrogen,Hộp,Hóa chất,
HC18173,UREA/UREA NITROGEN,Hộp,Hóa chất,
HC18091,UREAL 500T COBAS C/INTEGRA,test,Hóa chất,
HC0145,UREAL 500T COBAS C/INTEGRA,test,Hóa chất,
2021HC01,Urease test,Hộp,Hóa chất,
HC0210,UREASE test,test,Hóa chất,
HC0003,Uric Acid,Hộp,Hóa chất,
2021HC09,Uric Acid,Hộp,Hóa chất,
2020HC16,Uric Acid,Hộp,Hóa chất,
HC18142,Uric Acid,Hộp,Hóa chất,
VT260037,Urine Bag,Túi,Vật tư tiêu hao,"Hãng SX: Tianchang Ganor Medical Device Co., Ltd- Trung Quốc | Nước SX: Trung Quốc"
NT220035,Vam âm đạo 1 đầu,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
DCYT040,Van bán nguyệt (Van âm đạo) cỡ M,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
VT0284,Van bán nguyệt cỡ L,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT290,Van bán nguyệt cỡ L,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT0285,Van bán nguyệt cỡ M,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT291,Van bán nguyệt cỡ M,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
DCYT032,Van bán nguyệt(Van âm đạo) L,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT260024,Van khí nước cho ống nội soi,Cái,Vật tư tiêu hao,"Hãng SX: Aizu Olympus Co.,Ltd | Nước SX: Nhật Bản"
VT0286,Van nong hậu môn,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT292,Van nong hậu môn,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
DCYT031,Van nong hậu môn,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT240011,Van sinh thiết,Gói,Vật tư tiêu hao,Hãng SX: Olympus/Nhật Bản
NT230127,Van sinh thiết,Gói,Vật tư tiêu hao,Hãng SX: Olympus/Nhật Bản
VT230023,"VASOFIX SAFETY FEP 22G,1IN.,0.9X25MM-AP",Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun Medical Industries Sdn.Bhd
VT0022,"VASOFIX SAFETYFEP 18G, 1.75 IN.,1.3X45MM-AP",Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun Medical Industries Sdn.Bhd
VT0023,"VASOFIX SAFETYFEP 22G, 1 IN.,0.9X25MM-AP",Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun Medical Industries Sdn.Bhd
CON.1,Vật tư,Cái,Vật tư tiêu hao,
VT293,Viên khử khuẩn,Viên,Vật tư tiêu hao,Hãng SX: Johnson& Johnson/Mỹ
VT0287,Viên khử khuẩn,Viên,Vật tư tiêu hao,Hãng SX: Johnson & Johnson/Mỹ
